host_total_listings_count,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price
1.0,1,1,37.746709050448835,-122.40568538232483,0,0,2.0,1.0,1.0,1.0,0,3.0,101.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
5.0,1,13,37.73640248688046,-122.42402154580893,1,1,1.0,2.0,1.0,1.0,0,30.0,12.0,88.0,9.0,9.0,9.0,9.0,9.0,9.0,39.0
1.0,0,0,37.77445486706095,-122.43729081663204,0,0,4.0,1.5,2.0,2.0,0,30.0,19.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
1.0,4,1,37.75932618600586,-122.41907068465494,6,1,4.0,2.0,2.0,2.0,0,2.0,56.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
1.0,0,3,37.77826893601072,-122.43966030821888,0,0,2.0,1.0,1.0,1.0,0,3.0,159.0,88.0,9.0,9.0,9.0,9.0,9.0,9.0,133.0
1.0,26,18,37.80632441510462,-122.43648589302263,0,1,2.0,1.0,1.0,1.0,0,30.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0
1.0,8,6,37.7516058224362,-122.43009977067304,1,0,6.0,1.0,3.0,3.0,0,5.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,675.0
1.0,4,12,37.76852807846753,-122.4220284066595,0,0,2.0,1.0,1.0,1.0,0,2.0,48.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,140.0
32.0,17,11,37.798508323004604,-122.42065783364602,0,0,2.0,1.0,1.0,1.0,0,30.0,9.0,84.0,9.0,10.0,10.0,9.0,10.0,8.0,138.0
2.0,1,1,37.73758637288526,-122.42299435385179,1,1,2.0,1.0,1.0,1.0,0,1.0,90.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,59.0
2.0,15,4,37.77776691336659,-122.40380299381806,0,0,4.0,1.0,1.0,1.0,0,1.0,35.0,93.0,10.0,10.0,10.0,10.0,9.0,9.0,175.0
1.0,7,6,37.76539656598148,-122.43742553904784,0,0,5.0,1.0,2.0,2.0,0,2.0,134.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,229.0
3.0,16,11,37.797527272910436,-122.42392245105162,0,0,2.0,1.0,1.0,1.0,0,30.0,110.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,180.0
2.0,23,15,37.7283745777878,-122.39780062685708,1,0,6.0,1.0,2.0,3.0,0,1.0,253.0,92.0,9.0,9.0,10.0,10.0,9.0,9.0,224.0
2.0,6,5,37.78982335721046,-122.41113757007436,0,1,2.0,1.0,1.0,1.0,0,30.0,20.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,225.0
2.0,6,5,37.78950570985237,-122.41099017626605,0,0,2.0,1.0,1.0,1.0,0,30.0,21.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,325.0
1.0,13,7,37.73836029052222,-122.42704536777916,0,0,4.0,1.0,2.0,2.0,0,30.0,23.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,178.0
3.0,4,1,37.74913665609551,-122.41878185783904,0,1,2.0,1.0,1.0,2.0,0,7.0,58.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
1.0,19,13,37.71953972349506,-122.42683928993574,0,0,3.0,1.0,1.0,2.0,0,2.0,145.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,113.0
1.0,13,7,37.74152067307631,-122.42617028036882,0,1,1.0,1.0,1.0,1.0,0,1.0,3.0,93.0,9.0,10.0,10.0,10.0,10.0,10.0,118.0
2.0,25,17,37.76099144334589,-122.46520966998877,0,0,2.0,1.0,1.0,1.0,0,2.0,180.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,141.0
2.0,25,17,37.759266433001414,-122.46311191325687,0,0,2.0,1.0,1.0,1.0,0,2.0,202.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0
2.0,10,9,37.803181613969606,-122.40865948903033,0,0,3.0,1.0,0.0,1.0,0,1.0,37.0,93.0,10.0,9.0,9.0,10.0,10.0,10.0,150.0
2.0,4,1,37.7551067848281,-122.41514792903101,0,0,6.0,2.0,3.0,3.0,0,2.0,114.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,425.0
1.0,7,6,37.765343786198265,-122.42798458638296,0,1,2.0,2.0,1.0,1.0,0,1.0,153.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,120.0
1.0,4,1,37.76218778904179,-122.42182547892486,0,0,4.0,1.0,2.0,2.0,0,30.0,15.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
1.0,7,6,37.76059856415011,-122.4365915667149,6,0,2.0,1.0,0.0,1.0,0,5.0,67.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
1.0,2,0,37.762234068363625,-122.44966534819278,0,0,2.0,1.0,1.0,1.0,0,30.0,29.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0
1.0,22,13,37.72681743925652,-122.45962222156648,1,1,1.0,1.0,1.0,1.0,0,7.0,13.0,96.0,10.0,10.0,9.0,10.0,10.0,10.0,115.0
1.0,29,17,37.75574653336642,-122.47916842783397,0,0,2.0,1.0,0.0,1.0,0,1.0,226.0,94.0,9.0,10.0,10.0,10.0,10.0,9.0,99.0
1.0,7,6,37.76610284243083,-122.4351977899801,0,0,3.0,1.0,0.0,2.0,0,3.0,213.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,165.0
4.0,12,16,37.79060051383657,-122.40904754676784,10,0,6.0,2.0,2.0,2.0,0,3.0,3.0,100.0,9.0,10.0,9.0,9.0,10.0,9.0,425.0
4.0,24,16,37.7920298530239,-122.40746117265205,0,0,4.0,1.0,1.0,2.0,0,3.0,5.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,320.0
4.0,6,5,37.787227096344246,-122.4098730463614,10,0,4.0,1.0,1.0,2.0,0,2.0,0.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0
1.0,15,12,37.77576471108707,-122.41549150786982,0,0,2.0,1.0,0.0,1.0,0,2.0,256.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,170.0
1.0,5,4,37.75847746035914,-122.39524983897354,12,0,4.0,1.0,2.0,3.0,0,3.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,220.0
1.0,18,10,37.777859780277616,-122.46567737917532,1,0,6.0,1.0,2.0,4.0,0,2.0,31.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,250.0
1.0,9,8,37.77443817824601,-122.48746195741062,3,0,2.0,1.0,1.0,1.0,0,5.0,59.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,164.0
1.0,7,12,37.7651231611558,-122.42679987638863,6,0,3.0,1.0,1.0,1.0,0,2.0,158.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,199.0
2.0,25,17,37.76516451303059,-122.47377756910865,0,0,2.0,1.0,1.0,1.0,0,30.0,19.0,92.0,9.0,9.0,10.0,10.0,9.0,9.0,195.0
1.0,7,6,37.75655592249436,-122.43435793262127,1,1,2.0,1.0,1.0,1.0,0,3.0,165.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
2.0,4,4,37.75470020607421,-122.40303419054385,0,0,2.0,1.0,1.0,0.0,0,30.0,96.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,137.0
1.0,24,16,37.792339973446275,-122.40689639607952,0,0,2.0,1.0,1.0,1.0,0,30.0,22.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,185.0
1.0,26,18,37.798756543545814,-122.44184229698432,0,1,2.0,1.0,1.0,1.0,0,2.0,124.0,90.0,9.0,9.0,9.0,9.0,9.0,9.0,108.0
1.0,3,13,37.72829794551131,-122.44826128514651,5,0,3.0,1.0,1.0,1.0,0,3.0,95.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,150.0
1.0,0,5,37.773714300914705,-122.4247150508026,1,0,4.0,1.0,2.0,2.0,0,4.0,127.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,350.0
1.0,2,0,37.76440665325002,-122.4471924616973,1,0,6.0,3.0,3.0,4.0,0,3.0,19.0,96.0,10.0,10.0,9.0,10.0,10.0,10.0,450.0
1.0,4,1,37.75726619441195,-122.41873234138068,0,0,6.0,2.0,2.0,3.0,0,2.0,183.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,450.0
2.0,0,3,37.77814882093341,-122.43696927546789,1,1,2.0,1.0,1.0,2.0,0,2.0,127.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0
2.0,5,4,37.76145767207143,-122.40241302804385,1,1,5.0,1.0,1.0,2.0,0,3.0,62.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
1.0,4,12,37.76829039791973,-122.42478700984523,1,0,2.0,1.0,1.0,1.0,0,2.0,134.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,166.0
3.0,16,18,37.7965877280697,-122.42750693260898,0,1,3.0,1.5,2.0,2.0,0,1.0,17.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,320.0
5.0,0,0,37.77089668054872,-122.4285367863037,0,0,3.0,3.0,2.0,2.0,0,30.0,27.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,140.0
1.0,1,1,37.73670731959864,-122.41442433778614,6,1,1.0,1.0,1.0,1.0,0,30.0,8.0,93.0,10.0,8.0,10.0,9.0,9.0,8.0,90.0
4.0,31,25,37.717170214394315,-122.46829491532803,1,1,4.0,1.0,1.0,2.0,0,1.0,37.0,82.0,9.0,7.0,9.0,9.0,9.0,8.0,60.0
2.0,16,3,37.788824366672635,-122.44693525406865,0,0,2.0,1.0,1.0,1.0,0,3.0,30.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,123.0
1.0,17,11,37.80493743885676,-122.42331300707517,0,0,2.0,1.0,1.0,1.0,0,2.0,38.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
1.0,1,1,37.74376408426205,-122.40898684556704,1,1,2.0,1.5,1.0,1.0,0,2.0,54.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,115.0
3.0,26,18,37.8044238707446,-122.43761669223348,1,0,4.0,1.0,2.0,3.0,0,2.0,12.0,93.0,9.0,9.0,10.0,10.0,10.0,9.0,595.0
1.0,30,22,37.71556511500127,-122.41006867030325,5,0,2.0,1.0,1.0,2.0,0,2.0,20.0,94.0,10.0,10.0,10.0,10.0,9.0,10.0,80.0
5.0,22,2,37.73531929577014,-122.46429460671335,1,1,2.0,3.0,1.0,1.0,0,1.0,72.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,46.0
1.0,5,4,37.760571742803094,-122.39652587064045,0,0,4.0,1.0,1.0,2.0,0,3.0,40.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,282.0
1.0,29,21,37.750853665952526,-122.47896134638863,0,0,4.0,1.0,0.0,4.0,0,2.0,194.0,96.0,10.0,10.0,10.0,10.0,9.0,9.0,145.0
15.0,16,18,37.79707438906305,-122.42504421770124,4,0,2.0,1.0,1.0,1.0,0,1.0,41.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,109.0
15.0,26,18,37.797442099925995,-122.42535371324544,4,0,4.0,1.0,1.0,2.0,0,1.0,176.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,129.0
3.0,10,9,37.80478950861729,-122.41403469008087,10,1,2.0,1.0,1.0,1.0,0,1.0,15.0,92.0,10.0,10.0,10.0,10.0,10.0,9.0,129.0
1.0,27,21,37.744742241787314,-122.4908469254001,1,0,4.0,1.0,2.0,2.0,0,1.0,199.0,93.0,10.0,9.0,10.0,10.0,9.0,9.0,209.0
1.0,26,18,37.79885370778917,-122.42676166556015,0,0,2.0,2.0,1.0,1.0,0,2.0,12.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,249.0
4.0,12,9,37.79495196193368,-122.41219797168964,0,1,2.0,1.0,1.0,1.0,0,1.0,246.0,86.0,9.0,9.0,9.0,9.0,10.0,9.0,95.0
4.0,0,3,37.7803878571714,-122.43315399163461,2,1,2.0,1.5,1.0,0.0,0,2.0,87.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
4.0,12,9,37.794609063181724,-122.41213183037765,0,1,2.0,1.0,1.0,1.0,0,1.0,235.0,88.0,9.0,9.0,9.0,9.0,10.0,9.0,85.0
15.0,26,18,37.797928368766954,-122.42527421165565,4,0,4.0,1.0,1.0,2.0,0,1.0,143.0,90.0,9.0,9.0,10.0,10.0,9.0,9.0,129.0
1.0,7,6,37.758200141267615,-122.43048673216943,1,0,5.0,2.0,3.0,3.0,0,7.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,279.0
1.0,16,3,37.789146534129614,-122.44660577848977,6,1,2.0,1.0,1.0,1.0,0,4.0,47.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,148.0
1.0,23,15,37.73908081323667,-122.38356907797605,1,0,4.0,1.0,2.0,2.0,0,2.0,115.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,210.0
3.0,3,13,37.72670833132862,-122.43537615117144,1,0,4.0,1.0,2.0,2.0,0,2.0,289.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,155.0
2.0,0,0,37.76941608966342,-122.4303163505191,1,0,2.0,1.0,1.0,2.0,0,3.0,66.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
1.0,7,6,37.761767891839234,-122.42881983424952,0,0,2.0,1.0,1.0,1.0,0,5.0,8.0,98.0,10.0,9.0,10.0,10.0,10.0,10.0,210.0
1.0,18,10,37.77627399397842,-122.45888151460584,0,0,4.0,1.0,2.0,2.0,0,30.0,164.0,94.0,10.0,10.0,10.0,10.0,9.0,9.0,130.0
5.0,1,1,37.74383490053314,-122.40959471461396,1,1,1.0,1.0,1.0,1.0,0,3.0,57.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,119.0
2.0,1,1,37.744367830286336,-122.40903532569672,1,1,3.0,2.0,1.0,2.0,0,3.0,170.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
1.0,26,18,37.798264818020165,-122.44547701269738,10,1,2.0,1.0,1.0,1.0,0,3.0,2.0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,220.0
1.0,14,7,37.75139556763247,-122.44413610791449,0,1,2.0,1.0,1.0,1.0,0,2.0,107.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,85.0
1.0,0,0,37.77649156234814,-122.43672251184633,0,0,4.0,1.0,1.0,3.0,0,5.0,34.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,135.0
4.0,5,4,37.759481475211395,-122.40349975908917,1,0,1.0,1.0,1.0,1.0,1,2.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,400.0
2.0,7,6,37.76255220968046,-122.44548264100015,2,1,2.0,1.0,1.0,1.0,0,2.0,89.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,123.0
1.0,22,2,37.73462648636633,-122.45865992179095,0,0,5.0,1.5,2.0,3.0,0,2.0,27.0,94.0,10.0,10.0,10.0,9.0,10.0,10.0,200.0
2.0,1,1,37.744607758495675,-122.40965870936623,1,1,3.0,2.0,1.0,2.0,0,3.0,89.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
1.0,25,17,37.756542594171066,-122.46642517515016,1,1,2.0,1.0,1.0,1.0,0,3.0,135.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0
1.0,4,1,37.754514942989545,-122.41649677240356,0,0,4.0,1.0,1.0,1.0,0,3.0,129.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,146.0
15.0,26,18,37.79782036926189,-122.42587349601285,4,0,2.0,1.0,1.0,1.0,0,1.0,65.0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,99.0
1.0,4,1,37.753721816058814,-122.40883013573362,1,0,6.0,2.0,3.0,3.0,0,3.0,6.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,249.0
4.0,10,9,37.79949680652768,-122.4050025089404,14,0,4.0,1.0,2.0,2.0,0,30.0,19.0,93.0,9.0,9.0,10.0,9.0,10.0,9.0,220.0
9.0,8,6,37.75240992266086,-122.43706859165883,0,1,4.0,2.5,1.0,3.0,0,2.0,80.0,94.0,9.0,9.0,10.0,10.0,10.0,9.0,145.0
2.0,27,21,37.73829044272225,-122.50461436173147,5,0,2.0,1.0,1.0,1.0,0,2.0,51.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,115.0
1.0,5,4,37.75577665343656,-122.38946063068468,0,1,2.0,1.0,1.0,1.0,0,3.0,27.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0
2.0,2,6,37.76316868017908,-122.44677575930345,2,1,1.0,1.0,1.0,1.0,0,2.0,65.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,119.0
1.0,13,7,37.73967314248477,-122.42694386011316,1,1,2.0,1.0,1.0,2.0,0,2.0,256.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,95.0
2.0,17,11,37.79884095804784,-122.42024168852079,0,0,2.0,1.0,1.0,1.0,0,30.0,41.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,135.0
1.0,4,1,37.76054861979581,-122.42567844715961,0,0,4.0,2.0,2.0,2.0,0,3.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0
1.0,0,5,37.77290377962511,-122.42453323120137,0,1,2.0,1.5,1.0,1.0,0,5.0,67.0,96.0,10.0,9.0,10.0,10.0,10.0,10.0,80.0
2.0,7,6,37.768248020310835,-122.4286117225157,0,1,2.0,1.0,1.0,2.0,0,4.0,137.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,180.0
1.0,23,15,37.718160736587855,-122.39399733918479,0,0,2.0,1.0,1.0,1.0,0,3.0,73.0,95.0,10.0,10.0,10.0,10.0,8.0,9.0,115.0
2.0,12,9,37.79531700941888,-122.41222860667744,0,0,3.0,1.0,0.0,1.0,0,2.0,47.0,94.0,10.0,10.0,10.0,10.0,10.0,10.0,198.0
2.0,2,0,37.765668701186506,-122.45278428524048,1,1,2.0,1.0,1.0,1.0,0,2.0,154.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0
1.0,5,4,37.75432067200449,-122.40017140845237,0,1,2.0,1.0,1.0,1.0,0,30.0,45.0,88.0,9.0,9.0,10.0,10.0,9.0,9.0,78.0
1.0,26,18,37.79920574232489,-122.4325483839598,0,0,5.0,2.0,2.0,0.0,0,7.0,13.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,525.0
1.0,29,17,37.75698810064139,-122.50765795521117,1,0,3.0,1.0,1.0,2.0,0,3.0,27.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0
2.0,8,6,37.75038966438833,-122.43892988946344,0,0,6.0,2.0,2.0,3.0,0,30.0,62.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,239.0
2.0,27,21,37.73977194093222,-122.4776903310322,1,1,2.0,1.0,1.0,1.0,0,5.0,86.0,91.0,10.0,9.0,10.0,10.0,9.0,9.0,104.0
4.0,12,9,37.79660649853228,-122.41248657708982,0,1,2.0,1.0,1.0,1.0,0,1.0,142.0,90.0,9.0,9.0,10.0,9.0,9.0,9.0,79.0
1.0,29,17,37.757339759474036,-122.50854097888902,1,0,3.0,1.0,1.0,2.0,0,2.0,178.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0
1.0,0,0,37.77662048711709,-122.44431574195183,1,0,2.0,1.0,1.0,1.0,0,2.0,150.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,165.0
7.0,18,10,37.77982368749784,-122.45469921796858,1,1,2.0,1.5,1.0,1.0,0,3.0,33.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,145.0
4.0,31,25,37.71649928298442,-122.4687071124841,1,1,1.0,1.0,1.0,1.0,0,1.0,77.0,89.0,9.0,8.0,10.0,10.0,9.0,9.0,66.0
4.0,8,6,37.750929941240855,-122.42702170620923,1,1,1.0,1.0,1.0,1.0,0,2.0,151.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0
2.0,0,3,37.782971661982515,-122.43155979536093,0,0,2.0,1.0,1.0,1.0,0,2.0,200.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,150.0
1.0,2,0,37.77071760816612,-122.44813154040213,0,0,2.0,1.0,1.0,1.0,0,1.0,13.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,160.0
1.0,4,1,37.750573066720726,-122.41722574898752,1,1,2.0,1.0,1.0,1.0,0,2.0,175.0,91.0,10.0,9.0,10.0,9.0,9.0,9.0,95.0
4.0,4,12,37.77069712504959,-122.42375579963911,1,1,2.0,1.0,1.0,1.0,0,1.0,14.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0
3.0,16,3,37.7928019826541,-122.43548206337115,0,1,2.0,1.0,1.0,1.0,0,2.0,35.0,89.0,9.0,9.0,10.0,10.0,10.0,9.0,160.0
1.0,29,17,37.7629528056997,-122.48324337981244,0,0,4.0,1.0,1.0,2.0,0,2.0,198.0,92.0,9.0,9.0,10.0,10.0,9.0,9.0,140.0
1.0,19,13,37.72424110040259,-122.43389757902229,0,1,2.0,1.0,1.0,1.0,0,30.0,92.0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,53.0
3.0,4,1,37.75649112323274,-122.41851557682085,3,0,3.0,1.0,1.0,2.0,0,2.0,168.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0
1.0,22,2,37.74301451452373,-122.45920872347635,1,0,2.0,1.0,1.0,1.0,1,2.0,107.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,189.0
3.0,8,6,37.75297198306312,-122.42724726404519,0,1,1.0,1.0,1.0,1.0,0,1.0,49.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,95.0
45.0,17,9,37.799657032780345,-122.4120803221796,0,0,4.0,2.5,2.0,3.0,0,2.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,575.0
1.0,34,7,37.73601846633893,-122.44301620609683,1,0,3.0,1.0,1.0,1.0,0,1.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,158.0
3.0,19,13,37.71999681767689,-122.43832184707055,0,0,3.0,1.0,2.0,2.0,0,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0
1.0,2,0,37.77469240947981,-122.43956326268159,0,1,2.0,1.0,1.0,1.0,0,2.0,69.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,165.0
1.0,5,4,37.75815332070264,-122.40262876586424,1,0,5.0,2.0,2.0,3.0,0,4.0,80.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,250.0
1.0,0,10,37.776566946507714,-122.44551069789885,1,0,4.0,1.0,2.0,2.0,0,5.0,20.0,97.0,10.0,10.0,10.0,10.0,9.0,10.0,265.0
1.0,31,13,37.718928056985796,-122.44918286590547,1,0,4.0,1.0,1.0,2.0,0,2.0,103.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,131.0
1.0,5,4,37.75985565812572,-122.39082969890377,1,0,6.0,2.0,3.0,4.0,0,2.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,550.0
15.0,26,18,37.797531729337265,-122.42534196341069,4,0,4.0,1.0,1.0,2.0,0,1.0,168.0,91.0,9.0,9.0,10.0,10.0,10.0,9.0,129.0
1.0,8,6,37.75377955606441,-122.43697801857904,1,0,2.0,1.5,1.0,1.0,0,4.0,20.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,155.0
3.0,18,10,37.77692667200549,-122.45823597974444,1,1,2.0,1.0,1.0,1.0,0,2.0,22.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,85.0
2.0,1,13,37.73355175792208,-122.43099906538576,3,0,3.0,1.0,0.0,1.0,0,3.0,209.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
1.0,27,21,37.74156068193306,-122.4780336835931,0,0,2.0,1.0,1.0,1.0,0,3.0,12.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,120.0
3.0,31,13,37.71192661009568,-122.45824705907997,0,1,2.0,1.0,1.0,1.0,0,1.0,144.0,84.0,9.0,9.0,9.0,9.0,8.0,8.0,70.0
1.0,2,0,37.770000067290745,-122.44813676834384,0,0,6.0,1.0,2.0,3.0,0,2.0,126.0,87.0,9.0,9.0,10.0,10.0,10.0,8.0,211.0
2.0,8,7,37.74188609639562,-122.42991830142388,1,0,8.0,2.0,3.0,4.0,0,3.0,24.0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,299.0
3.0,16,3,37.78980688799952,-122.43411193246891,1,1,2.0,1.0,1.0,1.0,0,1.0,363.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
1.0,4,1,37.75536768057958,-122.40749154626658,0,0,4.0,1.0,1.0,1.0,0,2.0,62.0,92.0,9.0,9.0,10.0,10.0,9.0,9.0,204.0
1.0,12,16,37.792551577126474,-122.41290168479037,1,0,6.0,2.5,3.0,3.0,0,4.0,32.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,800.0
2.0,16,3,37.78897168027722,-122.44684680908385,6,0,2.0,1.0,1.0,1.0,0,3.0,112.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,185.0
22.0,10,9,37.799287967332624,-122.40629676335672,4,1,2.0,0.0,1.0,1.0,0,1.0,109.0,91.0,9.0,9.0,10.0,10.0,9.0,9.0,95.0
1.0,31,13,37.721723049989045,-122.45335062050485,1,1,1.0,1.0,1.0,1.0,0,1.0,5.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,120.0
1.0,7,6,37.75659467012594,-122.43558298173744,1,0,11.0,2.0,5.0,7.0,0,5.0,23.0,97.0,10.0,9.0,10.0,10.0,9.0,9.0,850.0
1.0,16,3,37.79066717371669,-122.429765605364,1,0,6.0,2.5,3.0,4.0,0,2.0,11.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,950.0
2.0,25,0,37.76372567338091,-122.45248391114815,1,0,6.0,2.5,3.0,3.0,0,3.0,45.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,360.0
1.0,22,2,37.738541129039234,-122.46608251212176,1,0,2.0,1.0,1.0,1.0,0,2.0,47.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0
22.0,10,9,37.79874762892417,-122.40543955869602,4,1,2.0,0.0,1.0,1.0,0,1.0,43.0,91.0,10.0,9.0,10.0,10.0,9.0,9.0,95.0
3.0,16,3,37.789738307429786,-122.43439174687441,1,1,2.0,1.0,1.0,1.0,0,1.0,355.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,129.0
3.0,14,6,37.75726044221923,-122.44501960144152,3,0,2.0,1.0,1.0,1.0,0,30.0,31.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,146.0
2.0,4,1,37.75488840691342,-122.410209105244,1,1,4.0,1.0,1.0,1.0,0,2.0,18.0,91.0,10.0,9.0,10.0,10.0,10.0,9.0,175.0
9.0,8,6,37.753628426515135,-122.43706177421502,0,1,2.0,2.5,1.0,1.0,0,2.0,68.0,93.0,9.0,10.0,10.0,10.0,10.0,9.0,105.0
9.0,8,6,37.75147455610953,-122.4349273440585,0,1,2.0,2.5,1.0,1.0,0,2.0,46.0,92.0,9.0,9.0,10.0,10.0,9.0,9.0,155.0
9.0,8,6,37.75375191780806,-122.43708950451737,0,1,8.0,2.5,3.0,5.0,0,3.0,50.0,93.0,9.0,9.0,9.0,10.0,10.0,9.0,390.0
